Date,Sentiment_Consumer,Sentiment_EPU,Sentiment_VIX,Sentiment
2015-04-30,95.9,109.64379,14.55,-0.017211071596886545
2015-05-31,90.7,101.01894,13.84,-0.23584427773158168
2015-06-30,96.1,108.95279,18.23,0.1484605085132376
2015-07-31,93.1,98.91843,12.12,-0.2701347709476451
2015-08-31,91.9,129.69532,28.43,0.6528898696191138
2015-09-30,87.2,138.72169,24.5,0.42610248653362276
2015-10-31,90.0,102.89402,15.07,-0.18412048947422152
2015-11-30,91.3,92.10044,16.13,-0.1812548988781598
2015-12-31,92.6,99.34261,18.21,-0.004971757002071836
2016-01-31,92.0,119.01519,20.2,0.2091941884845897
2016-02-29,91.7,114.62456,20.55,0.1866693157962245
2016-03-31,91.0,104.19081,13.95,-0.20121891549444484
2016-04-30,89.0,84.25134,15.7,-0.31169592546188757
2016-05-31,94.7,82.04127,14.19,-0.25753535911998604
2016-06-30,93.5,162.62912,15.63,0.3479326021047114
2016-07-31,90.0,121.96465,11.87,-0.1934271916502691
2016-08-31,89.8,91.8289,13.42,-0.3414720739823378
2016-09-30,91.2,79.80896,13.29,-0.3984469114818044
2016-10-31,87.2,92.51785,17.06,-0.2355301770243656
2016-11-30,93.8,169.37782,13.33,0.29931093594996844
2016-12-31,98.2,115.15205,14.04,0.05435295356367106
2017-01-31,98.5,134.86953,11.99,0.10865806596089363
2017-02-28,96.3,133.33148,12.92,0.086488158175783
2017-03-31,96.9,119.77617,12.37,-0.019590972999920114
2017-04-30,97.0,121.57059,10.82,-0.07429119285061829
2017-05-31,97.1,104.17097,10.41,-0.21332497247970159
2017-06-30,95.0,98.75896,11.18,-0.267665630425163
2017-07-31,93.4,110.7536,10.26,-0.26298871585940736
2017-08-31,96.8,109.17827,10.59,-0.1770771188522512
2017-09-30,95.1,96.75077,9.51,-0.3546481793071234
2017-10-31,100.7,102.16057,10.18,-0.15087263916770624
2017-11-30,98.5,94.48961,11.28,-0.20873680399650654
2017-12-31,95.9,111.49723,11.04,-0.16217599519133818
2018-01-31,95.7,123.65156,13.54,0.03148368507121716
2018-02-28,99.7,94.00742,19.85,0.20279431596531938
2018-03-31,101.4,136.33432,19.97,0.5484746465002609
2018-04-30,98.8,108.21374,15.93,0.10492591426918908
2018-05-31,98.0,124.93665,15.43,0.18127581873324758
2018-06-30,98.2,108.6274,16.09,0.1005517344795553
2018-07-31,97.9,133.08625,12.83,0.1193774645018687
2018-08-31,96.2,99.13562,12.86,-0.16034108641809475
2018-09-30,100.1,102.6602,12.12,-0.0744804339298536
2018-10-31,98.6,111.51257,21.23,0.36208373325842036
2018-11-30,97.5,130.22387,18.07,0.3254489466243466
2018-12-31,98.3,166.28681,25.42,0.9306865274502097
2019-01-31,91.2,201.03201,16.57,0.6061143590838197
2019-02-28,93.8,106.90066,14.78,-0.07700482889717092
2019-03-31,98.4,140.24737,13.71,0.2217103001553404
2019-04-30,97.2,98.7367,13.12,-0.12727994966061898
2019-05-31,100.0,122.53876,18.71,0.36037933855630583
2019-06-30,98.2,150.11678,15.08,0.34833197666344073
2019-07-31,98.4,149.9729,16.12,0.3989837377290198
2019-08-31,89.8,190.46323,18.98,0.6060982824645402
2019-09-30,93.2,134.36178,16.24,0.1683461548218693
2019-10-31,95.5,118.48822,13.22,-0.024257883199763335
2019-11-30,96.8,131.75071,12.62,0.07389089027381994
2019-12-31,99.3,143.46725,13.78,0.26937706896897134
2020-01-31,99.8,131.39109,18.84,0.4239709838731913
2020-02-29,101.0,160.51565,40.11,1.6166933917860575
2020-03-31,89.1,283.14721,53.54,2.8006451673824215
2020-04-30,71.8,268.61639,34.15,1.406565355134959
2020-05-31,72.3,350.45982,27.51,1.698134621530255
2020-06-30,78.1,231.2598,30.43,1.1272767126056547
2020-07-31,72.5,305.96355,24.46,1.2511010115494587
