date,Market,Mkt_GSPC_idx,Mkt_IXIC_idx,Mkt_NDX_idx,Mkt_QQQ_idx,Mkt_ARKK_idx
2009-09-30,952.3500736814793,925.9634917176695,1312.1606935857806,1488.5607380190331,82.7153714034344,
2009-10-31,923.9679379103674,907.6646007065342,1264.3647513765457,1443.652542795597,80.18985676279287,
2009-11-30,975.3481773682812,959.7319286408369,1325.8733215803709,1530.5074491971066,85.28001005481059,
2009-12-31,1020.0789066918944,976.7869129423025,1402.8747464258113,1610.936962691086,89.71700470837825,
2010-01-31,964.9529341590401,940.6709536341873,1327.5734761398764,1507.6549951952918,83.91231166680407,
2010-02-28,1003.483344111432,967.4929527012306,1383.7774403496908,1574.8874271241882,87.7755562706178,
2010-03-31,1074.31450325986,1024.3780800605218,1482.510022217929,1695.8260381819869,94.54387257900304,
2010-04-30,1097.5523664856896,1039.4971122448571,1521.6012002511593,1732.447130867434,96.66402257930822,
2010-05-31,1010.817072012991,954.283461135935,1395.3879685085008,1604.0785943891447,89.51826401838407,
2010-06-30,949.263824627897,902.8643376608449,1304.012358722952,1506.0096675551551,84.16893457263573,
2010-07-31,1015.8282597233008,964.961405262785,1393.941237200541,1614.1322703625317,90.27812606734574,
2010-08-31,960.5757369879123,919.1747743460949,1306.9737429965223,1530.5074491971066,85.64698141192547,
2010-09-30,1072.7884954655653,999.6495397368742,1464.3710152627511,1730.2043479223148,96.92907894032132,
2010-10-31,1132.3525678616038,1036.4926172110474,1550.1761434988407,1839.669111028234,103.07239970829359,
2010-11-30,1128.7544507839627,1034.1187902571512,1544.5007607225657,1833.5036513469865,102.89460080914748,
2010-12-31,1192.5247615431742,1101.6467889846945,1640.1051729134465,1920.5577095168237,107.78937475773158,
2011-01-31,1220.6863760946162,1126.5942132621542,1669.2921657650697,1976.0216884098018,110.83743694143942,
2011-02-28,1258.2209246311218,1162.5962930339674,1720.10511253864,2035.841636553969,114.34065639791054,
2011-03-31,1255.005072651204,1161.378690893246,1719.3632571000774,2025.4502270881155,113.82811552337758,
2011-04-30,1292.4794581737033,1194.4726187882522,1776.5317088485317,2081.815040041437,117.09846501659224,
2011-05-31,1275.3526814656664,1178.3461002273582,1752.8902929385627,2054.5029183358165,115.67141436092766,
