date,Infra_Macro
2014-12-01,74.16666666666667
2015-01-01,75.83333333333333
2015-02-01,87.5
2015-03-01,91.66666666666666
2015-04-01,95.83333333333334
2015-05-01,95.83333333333334
2015-06-01,95.0
2015-07-01,95.0
2015-08-01,90.83333333333333
2015-09-01,86.66666666666667
2015-10-01,85.0
2015-11-01,83.33333333333334
2015-12-01,82.5
2016-01-01,76.66666666666667
2016-02-01,75.0
2016-03-01,79.16666666666666
2016-04-01,80.83333333333333
2016-05-01,85.0
2016-06-01,85.83333333333333
2016-07-01,89.16666666666667
2016-08-01,91.66666666666666
2016-09-01,93.33333333333333
2016-10-01,92.5
2016-11-01,96.66666666666667
2016-12-01,96.66666666666667
2017-01-01,97.5
2017-02-01,95.0
2017-03-01,88.33333333333333
2017-04-01,82.5
2017-05-01,78.33333333333333
2017-06-01,75.0
2017-07-01,69.16666666666667
2017-08-01,69.16666666666667
2017-09-01,67.5
2017-10-01,74.16666666666667
2017-11-01,71.66666666666667
2017-12-01,73.33333333333333
2018-01-01,98.33333333333333
2018-02-01,97.5
2018-03-01,96.66666666666667
2018-04-01,90.83333333333333
2018-05-01,85.0
2018-06-01,80.83333333333333
2018-07-01,78.33333333333333
2018-08-01,74.16666666666667
2018-09-01,71.66666666666667
2018-10-01,68.33333333333333
2018-11-01,68.33333333333333
2018-12-01,73.33333333333333
2019-01-01,50.0
2019-02-01,56.666666666666664
2019-03-01,75.0
2019-04-01,87.5
2019-05-01,95.83333333333334
2019-06-01,99.0
2019-07-01,99.0
2019-08-01,99.0
2019-09-01,99.0
2019-10-01,99.0
2019-11-01,99.0
2019-12-01,99.0
2020-01-01,96.66666666666667
2020-02-01,95.0
2020-03-01,94.16666666666667
2020-04-01,92.5
2020-05-01,90.83333333333333
2020-06-01,89.16666666666667
2020-07-01,89.16666666666667
2020-08-01,87.5
2020-09-01,88.33333333333333
2020-10-01,91.66666666666666
2020-11-01,88.33333333333333
2020-12-01,90.0
2021-01-01,84.16666666666667
2021-02-01,89.16666666666667
2021-03-01,91.66666666666666
2021-04-01,90.0
2021-05-01,92.5
2021-06-01,93.33333333333333
2021-07-01,91.66666666666666
2021-08-01,90.0
2021-09-01,85.83333333333333
2021-10-01,82.5
2021-11-01,76.66666666666667
2021-12-01,72.5
2022-01-01,74.16666666666667
2022-02-01,79.16666666666666
2022-03-01,83.33333333333334
2022-04-01,90.83333333333333
2022-05-01,87.5
2022-06-01,94.16666666666667
2022-07-01,95.0
2022-08-01,93.33333333333333
2022-09-01,92.5
2022-10-01,87.5
2022-11-01,87.5
2022-12-01,94.16666666666667
2023-01-01,98.33333333333333
2023-02-01,99.0
2023-03-01,99.0
2023-04-01,99.0
2023-05-01,99.0
2023-06-01,99.0
2023-07-01,99.0
2023-08-01,99.0
2023-09-01,99.0
2023-10-01,99.0
2023-11-01,99.0
2023-12-01,99.0
2024-01-01,97.5
2024-02-01,95.83333333333334
2024-03-01,95.83333333333334
2024-04-01,95.83333333333334
2024-05-01,92.5
2024-06-01,91.66666666666666
2024-07-01,90.83333333333333
2024-08-01,90.83333333333333
2024-09-01,89.16666666666667
2024-10-01,88.33333333333333
2024-11-01,90.83333333333333
2024-12-01,90.0
2025-01-01,95.83333333333334
2025-02-01,95.83333333333334
2025-03-01,94.16666666666667
2025-04-01,95.83333333333334
2025-05-01,94.16666666666667
2025-06-01,91.66666666666666
2025-07-01,89.16666666666667
