Date,Infra_Power_Grid,Infra_Construction,Infra_Materials,Infra_Supply,Infra
1980-06-30,54.5917134508007,16.62245891515135,,35.60708618297602,35.60708618297602
1980-07-31,58.66856437453758,17.317232148276496,,37.992898261407035,37.992898261407035
1980-08-31,59.757305273202135,17.317232148276496,,38.53726871073931,38.53726871073931
1980-09-30,58.84167299985164,17.317232148276496,,38.079452574064064,38.079452574064064
1980-10-31,57.13698391925226,18.750477976952865,,37.94373094810256,37.94373094810256
1980-11-30,58.088398314689876,18.750477976952865,,38.419438145821374,38.419438145821374
1980-12-31,61.6366776258112,18.750477976952865,,40.193577801382034,40.193577801382034
1981-01-31,64.04955839403864,19.138329192125106,,41.59394379308188,41.59394379308188
1981-02-28,60.526964646356745,19.138329192125106,,39.83264691924093,39.83264691924093
1981-03-31,59.29020689521412,19.138329192125106,,39.21426804366961,39.21426804366961
1981-04-30,56.39551891864369,19.36053446880122,,37.878026693722454,37.878026693722454
1981-05-31,55.8946442517496,19.36053446880122,,37.62758936027541,37.62758936027541
1981-06-30,58.722906912121125,19.36053446880122,,39.041720690461176,39.041720690461176
1981-07-31,60.6556765153063,19.07027158096656,,39.86297404813643,39.86297404813643
1981-08-31,60.04530444864095,19.07027158096656,,39.557788014803755,39.557788014803755
1981-09-30,57.52589554702912,19.07027158096656,,38.29808356399784,38.29808356399784
1981-10-31,57.070132399274634,18.65194377185813,,37.86103808556638,37.86103808556638
1981-11-30,57.31077528945151,18.65194377185813,,37.98135953065482,37.98135953065482
1981-12-31,61.66444170498825,18.65194377185813,,40.15819273842319,40.15819273842319
1982-01-31,65.15659764241992,18.19506150520462,,41.67582957381227,41.67582957381227
1982-02-28,61.182854950248526,18.19506150520462,,39.68895822772657,39.68895822772657
1982-03-31,58.99296368549348,18.19506150520462,,38.59401259534905,38.59401259534905
1982-04-30,56.25395486388339,17.846602808513353,,37.05027883619837,37.05027883619837
1982-05-31,53.36601422594569,17.846602808513353,,35.60630851722952,35.60630851722952
1982-06-30,54.85717062947111,17.846602808513353,,36.35188671899223,36.35188671899223
1982-07-31,56.77019287081764,17.673208845065467,,37.221700857941556,37.221700857941556
1982-08-31,56.680254255210805,17.673208845065467,,37.176731550138136,37.176731550138136
1982-09-30,55.21575357498726,17.673208845065467,,36.44448121002637,36.44448121002637
1982-10-31,54.17372333498437,18.20952054117749,,36.19162193808093,36.19162193808093
1982-11-30,55.712535669015004,18.20952054117749,,36.96102810509625,36.96102810509625
1982-12-31,57.11382007517946,18.20952054117749,,37.66167030817847,37.66167030817847
1983-01-31,60.56894733025203,19.58502680384167,,40.07698706704685,40.07698706704685
1983-02-28,56.51621164398198,19.58502680384167,,38.05061922391182,38.05061922391182
1983-03-31,56.62147680734166,19.58502680384167,,38.10325180559167,38.10325180559167
1983-04-30,55.04036716199829,20.90662188692238,,37.973494524460335,37.973494524460335
1983-05-31,52.6419104898952,20.90662188692238,,36.77426618840879,36.77426618840879
1983-06-30,53.798242209785805,20.90662188692238,,37.35243204835409,37.35243204835409
1983-07-31,57.819320776323465,22.487684214545077,,40.15350249543427,40.15350249543427
1983-08-31,60.80535179684294,22.487684214545077,,41.646518005694006,41.646518005694006
1983-09-30,58.88529598265081,22.487684214545077,,40.68649009859794,40.68649009859794
1983-10-31,56.42824971114086,23.729506273174252,,40.07887799215756,40.07887799215756
1983-11-30,57.60063877055898,23.729506273174252,,40.66507252186662,40.66507252186662
1983-12-31,63.81984674115991,23.729506273174252,,43.77467650716708,43.77467650716708
1984-01-31,67.43889323168496,24.554170387265454,,45.99653180947521,45.99653180947521
1984-02-29,63.34073006847304,24.554170387265454,,43.94745022786925,43.94745022786925
1984-03-31,62.646372185134084,24.554170387265454,,43.60027128619977,43.60027128619977
1984-04-30,59.632025683836005,25.454366642603414,,42.54319616321971,42.54319616321971
